gen;sp
0;1
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;1
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;1
82;1
83;1
84;1
85;1
86;1
87;1
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;2
96;2
97;2
98;2
99;2
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;1
111;1
112;1
113;1
114;1
115;2
116;2
117;2
118;2
119;2
120;2
121;1
122;1
123;1
124;1
125;1
126;1
127;1
128;1
129;1
130;1
131;1
132;1
133;1
134;1
135;1
136;1
137;1
138;1
139;1
140;1
141;1
142;1
143;1
144;1
145;1
146;1
147;1
148;1
149;2
150;2
151;2
152;2
153;2
154;2
155;2
156;2
157;2
158;2
159;3
160;3
161;2
162;3
163;3
164;3
165;3
166;2
167;2
168;2
169;2
170;1
171;1
172;1
173;1
174;1
175;1
176;1
177;1
178;1
179;1
180;1
181;1
182;1
183;1
184;1
185;1
186;1
187;2
188;2
189;3
190;3
191;2
192;3
193;3
194;2
195;3
196;3
197;3
198;3
199;3
200;3
201;4
202;4
203;3
204;4
205;4
206;3
207;3
208;3
209;3
210;3
211;3
212;3
213;3
214;3
215;1
216;1
217;1
218;1
219;1
220;1
221;1
222;1
223;1
224;1
225;1
226;1
227;1
228;1
229;1
230;3
231;3
232;2
233;2
234;3
235;3
236;3
237;3
238;3
239;3
240;3
241;3
242;4
243;4
244;4
245;4
246;4
247;4
248;3
249;3
250;3
251;3
252;3
253;3
254;3
255;3
256;5
257;4
258;6
259;9
260;8
261;6
262;6
263;5
264;5
265;5
266;6
267;5
268;7
269;7
270;7
271;7
272;7
273;7
274;6
275;6
276;6
277;7
278;7
279;7
280;7
281;7
282;7
283;7
284;7
285;6
286;6
287;6
288;6
289;5
290;6
291;6
292;6
293;6
294;6
295;6
296;6
297;6
298;6
299;5
300;5
301;5
302;5
303;5
304;6
305;6
306;6
307;6
308;6
309;6
310;6
311;6
312;6
313;6
314;6
315;6
316;7
317;6
318;6
319;6
320;6
321;7
322;5
323;5
324;5
325;7
326;7
327;7
328;7
329;7
330;7
331;8
332;8
333;8
334;8
335;8
336;9
337;8
338;9
339;9
340;8
341;6
342;7
343;6
344;6
345;6
346;5
347;5
348;6
349;6
350;7
351;7
352;7
353;7
354;7
355;7
356;6
357;6
358;6
359;6
360;6
361;6
362;6
363;6
364;6
365;5
366;5
367;5
368;5
369;5
370;5
371;5
372;5
373;5
374;5
375;6
376;6
377;6
378;6
379;6
380;7
381;6
382;6
383;6
384;5
385;5
386;7
387;6
388;6
389;6
390;6
391;6
392;6
393;6
394;6
395;6
396;6
397;6
398;5
399;5
400;5
401;5
402;4
403;4
404;4
405;4
406;4
407;4
408;4
409;4
410;4
411;4
412;4
413;4
414;4
415;4
416;5
417;4
418;4
419;5
420;5
421;4
422;4
423;4
424;4
425;5
426;5
427;4
428;4
429;4
430;4
431;4
432;4
433;4
434;4
435;4
436;4
437;4
438;4
439;4
440;4
441;4
442;4
443;4
444;4
445;4
446;6
447;6
448;6
449;6
450;6
451;5
452;7
453;8
454;8
455;8
456;8
457;8
458;8
459;8
460;8
461;8
462;8
463;9
464;9
465;9
466;9
467;9
468;9
469;9
470;9
471;8
472;8
473;8
474;7
475;7
476;6
477;6
478;6
479;6
480;5
481;5
482;5
483;5
484;6
485;6
486;5
487;5
488;6
489;5
490;5
491;5
492;5
493;5
494;5
495;5
496;6
497;6
498;6
499;6
500;8
501;8
502;7
503;6
504;5
505;6
506;7
507;7
508;7
509;8
510;7
511;7
512;5
513;6
514;6
515;6
516;5
517;5
518;5
519;7
520;7
521;7
522;8
523;8
524;8
525;8
526;8
527;8
528;8
529;7
530;7
531;7
532;7
533;7
534;7
535;8
536;8
537;9
538;9
539;8
540;9
541;9
542;9
543;9
544;8
545;8
546;8
547;8
548;8
549;5
550;7
551;7
552;7
553;7
554;7
555;7
556;5
557;6
558;8
559;8
560;8
561;8
562;8
563;8
564;8
565;8
566;8
567;8
568;8
569;8
570;8
571;8
572;8
573;8
574;8
575;8
576;7
577;6
578;6
579;6
580;5
581;5
582;5
583;4
584;4
585;4
586;4
587;4
588;4
589;3
590;3
591;3
592;3
593;3
594;3
595;3
596;4
597;4
598;5
599;5
600;5
601;5
602;5
603;5
604;5
605;5
606;5
607;5
608;5
609;4
610;4
611;4
612;4
613;4
614;4
615;4
616;4
617;3
618;3
619;4
620;4
621;4
622;4
623;4
624;4
625;4
626;4
627;5
628;5
629;5
630;5
631;4
632;4
633;4
634;4
635;5
636;5
637;5
638;5
639;5
640;5
641;5
642;5
643;5
644;5
645;5
646;5
647;5
648;4
649;4
650;4
651;4
652;5
653;5
654;5
655;5
656;5
657;5
658;5
659;5
660;5
661;5
662;6
663;6
664;6
665;6
666;6
667;5
668;5
669;5
670;5
671;5
672;5
673;5
674;5
675;5
676;5
677;5
678;5
679;5
680;5
681;5
682;5
683;5
684;5
685;5
686;5
687;5
688;5
689;6
690;5
691;5
692;5
693;5
694;5
695;5
696;5
697;5
698;5
699;4
700;4
701;5
702;5
703;5
704;4
705;4
706;4
707;5
708;6
709;5
710;6
711;6
712;7
713;6
714;6
715;6
716;5
717;5
718;5
719;5
720;5
721;5
722;5
723;5
724;5
725;5
726;5
727;5
728;5
729;5
730;5
731;6
732;6
733;6
734;6
735;6
736;6
737;6
738;6
739;6
740;6
741;5
742;7
743;7
744;7
745;7
746;7
747;7
748;7
749;6
750;6
751;6
752;7
753;7
754;7
755;7
756;7
757;7
758;7
759;6
760;6
761;7
762;7
763;7
764;7
765;7
766;7
767;7
768;7
769;7
770;7
771;7
772;7
773;7
774;7
775;7
776;7
777;8
778;8
779;7
780;7
781;8
782;6
783;6
784;6
785;6
786;6
787;6
788;7
789;7
790;7
791;7
792;7
793;7
794;7
795;7
796;7
797;7
798;8
799;6
800;6
801;6
802;6
803;6
804;6
805;6
806;8
807;8
808;8
809;8
810;7
811;7
