gen;sp
0;1
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;1
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;1
82;1
83;1
84;1
85;1
86;1
87;1
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;1
111;1
112;1
113;2
114;2
115;2
116;2
117;2
118;2
119;2
120;2
121;2
122;2
123;2
124;2
125;2
126;2
127;2
128;2
129;2
130;2
131;2
132;2
133;2
134;2
135;2
136;2
137;2
138;2
139;2
140;2
141;2
142;2
143;2
144;2
145;2
146;2
147;2
148;2
149;2
150;2
151;2
152;2
153;2
154;2
155;2
156;2
157;2
158;2
159;2
160;2
161;2
162;2
163;2
164;2
165;2
166;2
167;2
168;2
169;2
170;2
171;2
172;2
173;2
174;3
175;3
176;3
177;3
178;3
179;3
180;3
181;3
182;3
183;3
184;3
185;3
186;3
187;3
188;3
189;3
190;4
191;4
192;4
193;4
194;5
195;5
196;5
197;5
198;6
199;6
200;6
201;6
202;7
203;6
204;6
205;6
206;7
207;7
208;7
209;7
210;9
211;8
212;9
213;8
214;8
215;8
216;8
217;8
218;7
219;7
220;8
221;9
222;9
223;9
224;9
225;9
226;9
227;10
228;11
229;10
230;11
231;12
232;13
233;14
234;13
235;13
236;13
237;14
238;14
239;14
240;15
241;15
242;15
243;15
244;16
245;16
246;17
247;17
248;17
249;18
250;17
251;18
252;18
253;17
254;17
255;18
256;18
257;19
258;19
259;18
260;19
261;20
262;20
263;14
264;15
265;15
266;15
267;15
268;15
269;21
270;20
271;21
272;21
273;20
274;23
275;23
276;22
277;24
278;25
279;26
280;22
281;24
282;24
283;23
284;23
285;28
286;24
287;25
288;28
289;28
290;28
291;28
292;28
293;28
294;28
295;27
296;31
297;31
298;30
299;31
300;32
301;32
302;33
303;33
304;33
305;33
306;34
307;35
308;35
309;36
310;36
311;36
312;35
313;36
314;37
315;37
316;37
317;37
318;38
319;38
320;38
321;38
322;38
323;38
324;37
325;38
326;38
327;38
328;37
329;36
330;35
331;35
332;37
333;37
334;38
335;38
336;38
337;38
338;38
339;38
340;37
341;37
342;37
343;38
344;38
345;38
346;38
347;38
348;38
349;38
350;37
351;38
352;38
353;38
354;38
355;38
356;38
357;38
358;38
359;38
360;38
361;38
362;38
363;38
364;38
365;38
366;38
367;38
368;38
369;38
370;38
371;38
372;38
373;38
374;38
375;38
376;38
377;38
378;38
379;38
380;38
381;38
382;38
383;38
384;38
385;38
386;38
387;38
388;38
389;38
390;38
391;38
392;38
393;38
394;38
395;38
396;38
397;38
398;38
399;38
400;38
401;38
402;38
403;38
404;38
405;38
406;38
407;38
408;38
409;38
410;38
411;38
412;38
413;38
414;38
415;38
416;38
417;38
418;38
419;38
420;38
421;38
422;38
423;38
424;38
425;38
426;38
427;38
428;38
429;38
430;38
431;38
432;38
433;38
434;38
435;38
436;38
437;38
438;38
439;38
440;38
441;38
442;38
443;38
444;38
445;38
446;38
447;38
448;38
449;38
450;38
451;38
452;38
453;38
454;38
455;38
456;38
457;38
458;38
459;38
460;38
461;38
462;38
463;38
464;38
465;38
466;38
467;38
468;38
469;38
470;38
471;38
472;38
473;38
474;38
475;38
476;38
477;38
478;38
479;38
480;38
481;38
482;38
483;38
484;38
485;38
486;38
487;38
488;38
489;38
490;38
491;38
492;38
493;38
494;38
495;38
496;38
497;38
498;38
499;38
500;38
501;38
502;38
503;38
504;38
505;38
506;38
507;38
508;38
509;39
510;39
511;39
512;39
513;39
514;39
515;39
516;39
517;39
518;39
519;39
520;39
521;38
522;39
523;39
524;39
525;39
526;40
527;40
528;40
529;40
530;39
531;39
532;39
533;39
534;39
535;38
536;38
537;38
538;38
539;38
540;38
541;38
542;39
543;39
544;39
545;39
546;39
547;39
548;39
549;39
550;39
551;39
552;39
553;39
554;39
555;39
556;39
557;39
558;39
559;39
560;40
561;40
562;40
563;40
564;40
565;40
566;40
567;40
568;39
569;39
570;39
571;39
572;39
573;39
574;39
575;39
576;39
577;39
578;39
579;39
580;39
581;39
582;39
583;39
584;39
585;39
586;39
587;39
588;39
589;39
590;39
591;39
592;39
593;39
594;39
595;39
596;39
597;39
598;39
599;39
600;39
601;39
602;39
603;39
604;39
605;39
606;39
607;39
608;39
609;39
610;39
611;39
612;39
613;39
614;39
615;39
616;39
617;39
618;39
619;39
620;39
621;39
622;39
623;39
624;39
625;39
626;39
627;39
628;39
629;39
630;39
631;40
632;40
633;40
634;40
635;40
636;40
637;40
638;40
639;40
640;40
641;40
642;40
643;40
644;40
645;40
646;40
647;40
648;39
649;39
650;39
651;39
652;39
653;40
654;40
655;40
656;40
657;40
658;40
659;40
660;40
661;40
662;40
663;40
664;40
665;40
666;40
667;40
668;40
669;40
670;40
671;40
672;40
673;40
674;40
675;40
676;40
677;40
678;40
679;40
680;40
681;40
682;40
683;40
684;41
685;41
686;40
687;40
688;41
689;41
690;41
691;41
692;41
693;41
694;41
695;41
696;41
697;41
698;41
699;41
700;41
701;41
702;41
703;41
704;41
705;41
706;42
707;41
708;41
709;40
710;41
711;41
712;41
713;41
714;41
715;41
716;41
717;41
718;41
719;41
720;41
721;41
722;41
723;41
724;41
725;41
726;41
727;41
728;41
729;41
730;41
731;41
732;41
733;41
734;41
735;41
736;41
737;41
738;41
739;41
740;41
741;41
742;41
743;41
744;41
745;41
746;41
747;41
748;41
749;41
750;41
751;41
752;41
753;41
754;41
755;41
756;41
757;41
758;41
759;41
760;41
761;41
762;41
763;41
764;41
765;41
766;41
767;41
768;41
769;41
770;41
771;41
772;41
773;41
774;41
775;41
776;41
777;41
778;41
779;41
780;41
781;41
782;41
783;41
784;41
785;41
786;41
787;41
788;41
789;41
790;41
791;41
792;41
793;41
794;41
795;41
796;41
797;41
798;41
799;41
800;41
801;41
802;41
803;41
804;41
805;41
806;41
807;41
808;41
809;41
810;41
811;41
