gen;sp
0;1
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;1
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;1
82;1
83;1
84;1
85;1
86;1
87;1
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;1
111;1
112;1
113;1
114;1
115;1
116;1
117;1
118;1
119;1
120;1
121;1
122;1
123;1
124;1
125;1
126;1
127;1
128;1
129;1
130;1
131;1
132;1
133;1
134;1
135;1
136;1
137;1
138;1
139;1
140;1
141;1
142;1
143;1
144;1
145;1
146;1
147;1
148;1
149;2
150;2
151;1
152;1
153;1
154;2
155;2
156;2
157;2
158;2
159;2
160;2
161;2
162;2
163;2
164;2
165;2
166;2
167;2
168;2
169;2
170;2
171;2
172;2
173;2
174;2
175;2
176;2
177;2
178;2
179;2
180;2
181;2
182;2
183;2
184;2
185;2
186;2
187;2
188;2
189;2
190;2
191;2
192;2
193;2
194;2
195;2
196;2
197;2
198;2
199;2
200;2
201;2
202;2
203;2
204;2
205;2
206;2
207;2
208;2
209;2
210;2
211;2
212;2
213;2
214;2
215;3
216;3
217;3
218;3
219;3
220;3
221;2
222;3
223;3
224;3
225;3
226;3
227;3
228;3
229;3
230;3
231;3
232;3
233;3
234;3
235;3
236;2
237;3
238;3
239;3
240;3
241;2
242;3
243;3
244;3
245;3
246;3
247;3
248;3
249;2
250;3
251;3
252;3
253;3
254;3
255;3
256;3
257;3
258;3
259;3
260;3
261;3
262;3
263;3
264;3
265;3
266;3
267;3
268;3
269;3
270;3
271;3
272;3
273;3
274;3
275;3
276;3
277;3
278;3
279;3
280;3
281;3
282;3
283;3
284;3
285;3
286;3
287;3
288;3
289;3
290;3
291;3
292;3
293;3
294;3
295;3
296;3
297;3
298;3
299;3
300;3
301;3
302;3
303;3
304;3
305;3
306;3
307;3
308;3
309;3
310;3
311;3
312;3
313;3
314;3
315;3
316;3
317;3
318;3
319;3
320;3
321;3
322;3
323;3
324;3
325;3
326;3
327;3
328;3
329;3
330;3
331;3
332;3
333;3
334;3
335;3
336;3
337;3
338;3
339;3
340;3
341;3
342;3
343;3
344;3
345;3
346;3
347;3
348;3
349;3
350;3
351;3
352;3
353;3
354;3
355;3
356;3
357;3
358;3
359;3
360;3
361;3
362;3
363;3
364;3
365;3
366;3
367;3
368;3
369;3
370;3
371;3
372;3
373;3
374;3
375;3
376;3
377;3
378;3
379;3
380;3
381;3
382;3
383;3
384;3
385;3
386;3
387;3
388;3
389;3
390;3
391;3
392;3
393;3
394;3
395;3
396;3
397;3
398;3
399;3
400;3
401;3
402;3
403;3
404;3
405;3
406;3
407;3
408;3
409;3
410;3
411;3
412;3
413;3
414;3
415;3
416;3
417;3
418;3
419;3
420;3
421;3
422;3
423;3
424;3
425;3
426;3
427;3
428;3
429;3
430;3
431;3
432;3
433;3
434;3
435;3
436;3
437;3
438;3
439;3
440;3
441;3
442;3
443;3
444;3
445;3
446;3
447;3
448;3
449;3
450;3
451;3
452;3
453;3
454;3
455;3
456;3
457;3
458;3
459;3
460;3
461;3
462;3
463;3
464;3
465;3
466;3
467;3
468;3
469;3
470;3
471;4
472;3
473;4
474;3
475;3
476;3
477;3
478;3
479;3
480;3
481;4
482;4
483;5
484;4
485;4
486;4
487;4
488;4
489;4
490;4
491;4
492;4
493;4
494;4
495;4
496;4
497;4
498;4
499;4
500;4
501;5
502;5
503;4
504;5
505;4
506;4
507;4
508;5
509;5
510;5
511;4
512;4
513;4
514;4
515;4
516;5
517;4
518;4
519;4
520;4
521;4
522;4
523;4
524;4
525;4
526;4
527;4
528;4
529;4
530;4
531;4
532;4
533;4
534;4
535;4
536;4
537;4
538;4
539;5
540;4
541;4
542;4
543;4
544;4
545;4
546;4
547;4
548;4
549;4
550;4
551;4
552;4
553;4
554;4
555;4
556;4
557;4
558;4
559;4
560;4
561;4
562;4
563;4
564;4
565;4
566;4
567;4
568;4
569;4
570;4
571;4
572;4
573;4
574;4
575;4
576;5
577;5
578;5
579;5
580;4
581;5
582;5
583;5
584;5
585;6
586;5
587;3
588;4
589;3
590;3
591;4
592;4
593;3
594;4
595;3
596;3
597;3
598;4
599;5
600;3
601;4
602;3
603;5
604;4
605;4
606;4
607;5
608;4
609;4
610;4
611;4
612;4
613;4
614;4
615;5
616;5
617;5
618;5
619;5
620;5
621;5
622;5
623;5
624;5
625;5
626;5
627;5
628;5
629;5
630;5
631;5
632;5
633;5
634;5
635;5
636;5
637;5
638;6
639;5
640;5
641;5
642;5
643;5
644;5
645;5
646;5
647;5
648;5
649;5
650;5
651;5
652;5
653;5
654;5
655;5
656;4
657;4
658;4
659;4
660;5
661;4
662;5
663;4
664;4
665;4
666;5
667;5
668;6
669;4
670;6
671;6
672;5
673;5
674;6
675;5
676;5
677;6
678;5
679;6
680;5
681;5
682;5
683;5
684;5
685;6
686;6
687;6
688;6
689;6
690;6
691;6
692;6
693;6
694;6
695;6
696;6
697;6
698;7
699;6
700;6
701;6
702;6
703;6
704;6
705;6
706;7
707;7
708;6
709;6
710;6
711;7
712;7
713;7
714;6
715;6
716;6
717;6
718;6
719;7
720;6
721;6
722;6
723;7
724;6
725;6
726;6
727;6
728;6
729;6
730;6
731;6
732;7
733;6
734;6
735;6
736;6
737;6
738;6
739;6
740;7
741;6
742;7
743;7
744;7
745;7
746;7
747;7
748;7
749;6
750;7
751;8
752;7
753;6
754;7
755;7
756;7
757;8
758;7
759;8
760;8
761;8
762;8
763;8
764;8
765;8
766;8
767;9
768;8
769;7
770;8
771;8
772;9
773;9
774;7
775;9
776;9
777;9
778;8
779;9
780;9
781;8
782;8
783;8
784;8
785;8
786;8
787;9
788;9
789;8
790;9
791;9
792;8
793;8
794;9
795;9
796;8
797;9
798;8
799;8
800;9
801;8
802;8
803;8
804;9
805;8
806;9
807;8
808;9
809;9
810;9
811;9
