gen;sp
0;1
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;1
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;1
82;1
83;1
84;1
85;1
86;1
87;1
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;2
111;2
112;2
113;2
114;3
115;3
116;3
117;3
118;3
119;3
120;3
121;3
122;3
123;3
124;3
125;3
126;3
127;3
128;2
129;2
130;2
131;2
132;2
133;2
134;2
135;2
136;2
137;2
138;2
139;3
140;5
141;5
142;5
143;3
144;4
145;4
146;6
147;6
148;7
149;6
150;6
151;7
152;6
153;8
154;7
155;7
156;6
157;6
158;7
159;7
160;10
161;9
162;10
163;9
164;10
165;10
166;10
167;10
168;11
169;11
170;10
171;12
172;11
173;12
174;12
175;11
176;12
177;12
178;11
179;12
180;13
181;12
182;12
183;12
184;12
185;13
186;13
187;14
188;14
189;14
190;13
191;15
192;18
193;15
194;17
195;16
196;18
197;17
198;21
199;20
200;22
201;22
202;22
203;21
204;21
205;20
206;19
207;20
208;22
209;22
210;21
211;22
212;21
213;21
214;20
215;23
216;22
217;23
218;23
219;24
220;24
221;23
222;23
223;22
224;25
225;27
226;25
227;25
228;25
229;25
230;28
231;28
232;28
233;30
234;30
235;30
236;29
237;31
238;33
239;31
240;34
241;32
242;32
243;36
244;35
245;33
246;31
247;29
248;30
249;32
250;37
251;34
252;35
253;37
254;36
255;36
256;36
257;38
258;38
259;37
260;38
261;38
262;39
263;39
264;40
265;39
266;41
267;41
268;40
269;39
270;44
271;44
272;44
273;46
274;43
275;43
276;43
277;43
278;43
279;42
280;45
281;46
282;45
283;46
284;45
285;45
286;47
287;45
288;44
289;46
290;47
291;47
292;47
293;47
294;47
295;47
296;49
297;49
298;47
299;47
300;47
301;47
302;46
303;47
304;48
305;47
306;51
307;49
308;49
309;48
310;51
311;50
312;50
313;50
314;50
315;51
316;51
317;51
318;51
319;51
320;50
321;51
322;51
323;50
324;51
325;50
326;50
327;51
328;51
329;51
330;51
331;50
332;51
333;51
334;51
335;51
336;50
337;51
338;51
339;51
340;51
341;51
342;51
343;51
344;51
345;51
346;51
347;51
348;51
349;51
350;51
351;51
352;51
353;51
354;51
355;51
356;51
357;51
358;51
359;51
360;51
361;51
362;51
363;51
364;51
365;51
366;51
367;51
368;51
369;51
370;51
371;51
372;51
373;51
374;51
375;51
376;51
377;51
378;51
379;51
380;51
381;51
382;51
383;51
384;51
385;51
386;51
387;51
388;51
389;51
390;51
391;51
392;51
393;51
394;51
395;51
396;51
397;51
398;51
399;51
400;51
401;51
402;51
403;51
404;51
405;51
406;51
407;51
408;51
409;51
410;51
411;51
412;51
413;51
414;51
415;51
416;51
417;51
418;51
419;51
420;51
421;51
422;51
423;51
424;51
425;51
426;51
427;51
428;51
429;51
430;51
431;51
432;51
433;51
434;51
435;51
436;51
437;51
438;51
439;51
440;51
441;51
442;51
443;51
444;51
445;51
446;51
447;51
448;51
449;51
450;51
451;51
452;51
453;51
454;51
455;51
456;51
457;51
458;51
459;51
460;51
461;51
462;51
463;51
464;51
465;51
466;51
467;51
468;51
469;51
470;51
471;51
472;51
473;51
474;51
475;51
476;51
477;51
478;51
479;51
480;51
481;51
482;51
483;51
484;51
485;51
486;51
487;51
488;51
489;51
490;51
491;51
492;51
493;51
494;51
495;51
496;51
497;51
498;51
499;51
500;51
501;51
502;51
503;51
504;51
505;51
506;51
507;51
508;51
509;51
510;51
511;51
512;51
513;51
514;51
515;51
516;51
517;51
518;51
519;51
520;51
521;51
522;51
523;51
524;51
525;51
526;51
527;51
528;51
529;51
530;51
531;51
532;51
533;51
534;51
535;51
536;51
537;51
538;51
539;51
540;51
541;51
542;51
543;51
544;51
545;51
546;51
547;51
548;51
549;51
550;51
551;51
552;51
553;51
554;51
555;51
556;51
557;51
558;51
559;51
560;51
561;51
562;51
563;51
564;51
565;51
566;51
567;51
568;51
569;51
570;51
571;51
572;51
573;51
574;51
575;51
576;51
577;51
578;51
579;51
580;51
581;51
582;51
583;51
584;51
585;51
586;51
587;51
588;51
589;51
590;51
591;51
592;51
593;51
594;51
595;51
596;51
597;51
598;51
599;51
600;51
601;51
602;51
603;51
604;51
605;51
606;51
607;51
608;51
609;51
610;51
611;51
612;51
613;51
614;51
615;51
616;51
617;51
618;51
619;51
620;51
621;51
622;51
623;51
624;51
625;51
626;51
627;51
628;51
629;51
630;51
631;51
632;51
633;51
634;51
635;51
636;51
637;51
638;51
639;51
640;51
641;51
642;51
643;51
644;51
645;51
646;51
647;51
648;51
649;51
650;51
651;51
652;51
653;51
654;51
655;51
656;51
657;51
658;51
659;51
660;51
661;51
662;51
663;51
664;51
665;51
666;51
667;51
668;51
669;51
670;51
671;51
672;51
673;51
674;51
675;51
676;51
677;51
678;51
679;51
680;51
681;51
682;51
683;51
684;51
685;51
686;51
687;51
688;51
689;51
690;51
691;51
692;51
693;51
694;51
695;51
696;51
697;51
698;51
699;51
700;51
701;51
702;51
703;51
704;51
705;51
706;51
707;51
708;51
709;51
710;51
711;51
712;51
713;51
714;51
715;51
716;51
717;51
718;51
719;51
720;51
721;51
722;51
723;51
724;51
725;51
726;51
727;51
728;51
729;51
730;51
731;51
732;51
733;51
734;51
735;51
736;51
737;51
738;51
739;51
740;51
741;51
742;51
743;51
744;51
745;51
746;51
747;51
748;51
749;51
750;51
751;51
752;51
753;51
754;51
755;51
756;51
757;51
758;51
759;51
760;51
761;51
762;51
763;51
764;51
765;51
766;51
767;51
768;51
769;51
770;51
771;51
772;51
773;51
774;51
775;51
776;51
777;51
778;51
779;51
780;51
781;51
782;51
783;51
784;51
785;51
786;51
787;51
788;51
789;51
790;51
791;51
792;51
793;51
794;51
795;51
796;51
797;51
798;51
799;51
800;51
801;51
802;51
803;51
804;51
805;51
806;51
807;51
808;51
809;51
810;51
811;51
