gen;sp
0;1
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;1
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;1
82;1
83;1
84;1
85;1
86;1
87;1
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;1
111;1
112;1
113;1
114;1
115;1
116;1
117;1
118;1
119;1
120;1
121;1
122;1
123;1
124;1
125;2
126;2
127;2
128;2
129;2
130;2
131;2
132;2
133;3
134;3
135;4
136;4
137;4
138;4
139;4
140;4
141;4
142;4
143;4
144;5
145;5
146;5
147;5
148;5
149;5
150;5
151;6
152;6
153;6
154;6
155;6
156;7
157;7
158;6
159;6
160;6
161;6
162;6
163;6
164;7
165;7
166;7
167;7
168;6
169;7
170;7
171;7
172;7
173;7
174;7
175;7
176;7
177;7
178;7
179;7
180;7
181;7
182;7
183;7
184;7
185;8
186;8
187;8
188;8
189;8
190;9
191;9
192;9
193;9
194;9
195;10
196;12
197;12
198;11
199;11
200;11
201;13
202;16
203;16
204;17
205;17
206;18
207;18
208;18
209;20
210;20
211;18
212;19
213;19
214;19
215;21
216;21
217;22
218;20
219;19
220;20
221;21
222;21
223;20
224;21
225;20
226;21
227;21
228;21
229;21
230;21
231;20
232;20
233;20
234;19
235;20
236;24
237;24
238;25
239;25
240;26
241;27
242;27
243;28
244;27
245;26
246;28
247;30
248;29
249;29
250;29
251;31
252;31
253;32
254;32
255;32
256;34
257;34
258;32
259;31
260;33
261;35
262;35
263;36
264;37
265;38
266;37
267;37
268;38
269;39
270;39
271;40
272;40
273;40
274;40
275;40
276;40
277;40
278;40
279;41
280;41
281;38
282;38
283;42
284;42
285;43
286;43
287;43
288;43
289;43
290;43
291;45
292;44
293;45
294;45
295;45
296;46
297;48
298;48
299;48
300;48
301;50
302;49
303;49
304;49
305;49
306;49
307;49
308;49
309;48
310;49
311;49
312;48
313;49
314;49
315;50
316;50
317;50
318;50
319;50
320;52
321;52
322;52
323;51
324;50
325;52
326;52
327;53
328;53
329;53
330;52
331;51
332;51
333;50
334;52
335;51
336;53
337;53
338;54
339;54
340;55
341;55
342;55
343;55
344;55
345;55
346;54
347;55
348;55
349;55
350;55
351;54
352;54
353;55
354;55
355;55
356;55
357;56
358;56
359;56
360;56
361;56
362;56
363;57
364;57
365;57
366;57
367;57
368;57
369;57
370;57
371;58
372;58
373;58
374;58
375;58
376;58
377;58
378;58
379;58
380;58
381;58
382;58
383;58
384;58
385;58
386;58
387;58
388;59
389;58
390;58
391;58
392;59
393;59
394;58
395;58
396;58
397;58
398;58
399;58
400;58
401;58
402;58
403;58
404;58
405;58
406;58
407;58
408;58
409;58
410;58
411;58
412;58
413;58
414;58
415;58
416;58
417;58
418;58
419;58
420;58
421;58
422;58
423;58
424;58
425;58
426;58
427;58
428;58
429;58
430;58
431;58
432;58
433;58
434;58
435;58
436;58
437;58
438;58
439;58
440;58
441;58
442;58
443;58
444;58
445;58
446;58
447;58
448;58
449;58
450;58
451;58
452;58
453;58
454;58
455;58
456;58
457;58
458;58
459;58
460;58
461;58
462;58
463;58
464;58
465;58
466;58
467;58
468;58
469;58
470;58
471;58
472;58
473;58
474;58
475;58
476;58
477;58
478;58
479;58
480;58
481;58
482;58
483;58
484;58
485;58
486;58
487;58
488;58
489;58
490;58
491;58
492;58
493;58
494;58
495;58
496;58
497;58
498;58
499;58
500;58
501;58
502;58
503;58
504;58
505;58
506;58
507;58
508;58
509;58
510;58
511;58
512;58
513;58
514;58
515;58
516;58
517;58
518;58
519;58
520;58
521;58
522;58
523;58
524;58
525;58
526;58
527;58
528;58
529;58
530;58
531;58
532;58
533;58
534;58
535;58
536;58
537;58
538;58
539;58
540;58
541;58
542;58
543;58
544;58
545;58
546;58
547;58
548;58
549;58
550;58
551;58
552;58
553;58
554;58
555;58
556;58
557;58
558;58
559;58
560;58
561;58
562;58
563;58
564;58
565;58
566;58
567;58
568;58
569;58
570;58
571;58
572;58
573;58
574;58
575;58
576;58
577;58
578;58
579;58
580;58
581;58
582;58
583;58
584;58
585;58
586;58
587;58
588;58
589;58
590;58
591;58
592;58
593;58
594;58
595;58
596;58
597;58
598;58
599;58
600;58
601;58
602;58
603;58
604;58
605;58
606;58
607;58
608;58
609;58
610;58
611;58
612;58
613;58
614;58
615;58
616;58
617;58
618;58
619;58
620;58
621;58
622;58
623;58
624;58
625;58
626;58
627;58
628;58
629;58
630;58
631;58
632;59
633;58
634;58
635;58
636;58
637;58
638;58
639;58
640;58
641;58
642;58
643;58
644;58
645;58
646;58
647;58
648;58
649;58
650;58
651;58
652;58
653;58
654;58
655;58
656;58
657;58
658;58
659;58
660;58
661;58
662;58
663;58
664;58
665;58
666;58
667;58
668;58
669;58
670;58
671;58
672;58
673;58
674;58
675;58
676;58
677;58
678;58
679;58
680;58
681;58
682;58
683;58
684;58
685;58
686;58
687;58
688;58
689;58
690;58
691;58
692;58
693;58
694;58
695;58
696;58
697;58
698;58
699;58
700;58
701;58
702;58
703;58
704;58
705;58
706;58
707;58
708;58
709;58
710;58
711;58
712;58
713;58
714;58
715;58
716;58
717;58
718;58
719;58
720;58
721;58
722;58
723;58
724;58
725;58
726;58
727;58
728;58
729;58
730;58
731;58
732;58
733;58
734;58
735;58
736;58
737;58
738;58
739;58
740;58
741;58
742;58
743;58
744;58
745;58
746;58
747;58
748;59
749;59
750;59
751;59
752;59
753;59
754;59
755;59
756;59
757;59
758;59
759;59
760;59
761;59
762;59
763;59
764;59
765;59
766;59
767;59
768;59
769;59
770;59
771;59
772;59
773;59
774;59
775;59
776;59
777;59
778;59
779;59
780;60
781;60
782;60
783;60
784;60
785;60
786;60
787;60
788;60
789;60
790;60
791;60
792;60
793;60
794;60
795;60
796;60
797;60
798;60
799;60
800;60
801;60
802;60
803;60
804;60
805;60
806;60
807;60
808;60
809;60
810;60
811;60
