gen;sp
0;1
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;1
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;1
82;1
83;1
84;1
85;1
86;1
87;1
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;1
111;1
112;1
113;1
114;1
115;1
116;1
117;1
118;1
119;1
120;1
121;1
122;1
123;1
124;1
125;1
126;1
127;1
128;1
129;1
130;1
131;1
132;1
133;1
134;1
135;1
136;1
137;1
138;1
139;1
140;1
141;1
142;1
143;1
144;1
145;1
146;1
147;1
148;1
149;1
150;1
151;1
152;1
153;1
154;1
155;1
156;1
157;1
158;1
159;1
160;1
161;1
162;1
163;1
164;1
165;1
166;1
167;1
168;1
169;1
170;1
171;1
172;1
173;1
174;1
175;1
176;1
177;1
178;1
179;1
180;1
181;1
182;1
183;1
184;2
185;2
186;2
187;2
188;2
189;2
190;2
191;1
192;2
193;2
194;2
195;1
196;1
197;1
198;1
199;1
200;1
201;1
202;1
203;1
204;1
205;1
206;1
207;1
208;1
209;1
210;1
211;1
212;2
213;1
214;1
215;1
216;1
217;1
218;1
219;1
220;1
221;2
222;1
223;1
224;1
225;2
226;3
227;1
228;1
229;2
230;1
231;3
232;3
233;2
234;3
235;3
236;3
237;3
238;3
239;3
240;3
241;3
242;3
243;3
244;3
245;3
246;3
247;3
248;3
249;3
250;3
251;3
252;4
253;3
254;3
255;4
256;3
257;3
258;3
259;3
260;3
261;3
262;4
263;3
264;3
265;3
266;3
267;3
268;4
269;3
270;3
271;3
272;3
273;3
274;4
275;4
276;3
277;4
278;4
279;4
280;4
281;4
282;4
283;4
284;4
285;4
286;3
287;4
288;4
289;4
290;5
291;5
292;5
293;4
294;4
295;5
296;4
297;5
298;5
299;5
300;5
301;6
302;5
303;5
304;5
305;5
306;5
307;5
308;5
309;6
310;6
311;6
312;6
313;6
314;5
315;5
316;6
317;6
318;5
319;6
320;6
321;6
322;6
323;5
324;6
325;6
326;5
327;5
328;6
329;5
330;6
331;5
332;6
333;6
334;6
335;6
336;5
337;5
338;5
339;5
340;6
341;5
342;5
343;4
344;5
345;6
346;7
347;5
348;6
349;6
350;6
351;5
352;5
353;5
354;6
355;6
356;5
357;5
358;5
359;5
360;6
361;5
362;5
363;3
364;4
365;5
366;4
367;4
368;6
369;4
370;5
371;5
372;4
373;4
374;4
375;3
376;3
377;5
378;4
379;4
380;4
381;4
382;3
383;4
384;4
385;5
386;4
387;4
388;5
389;4
390;4
391;5
392;4
393;5
394;5
395;4
396;5
397;4
398;4
399;4
400;5
401;5
402;4
403;4
404;4
405;5
406;5
407;5
408;4
409;5
410;6
411;6
412;5
413;5
414;6
415;5
416;5
417;5
418;5
419;5
420;5
421;5
422;5
423;5
424;5
425;5
426;6
427;6
428;5
429;5
430;6
431;5
432;5
433;5
434;5
435;5
436;4
437;4
438;4
439;4
440;4
441;4
442;4
443;4
444;4
445;4
446;4
447;4
448;4
449;4
450;4
451;4
452;4
453;4
454;4
455;3
456;3
457;3
458;3
459;3
460;3
461;3
462;3
463;3
464;3
465;3
466;3
467;4
468;3
469;3
470;3
471;3
472;3
473;3
474;4
475;3
476;4
477;4
478;4
479;3
480;3
481;4
482;4
483;4
484;4
485;3
486;4
487;4
488;4
489;4
490;4
491;4
492;4
493;4
494;4
495;4
496;4
497;4
498;4
499;4
500;4
501;4
502;4
503;4
504;4
505;4
506;4
507;4
508;4
509;4
510;4
511;4
512;4
513;4
514;4
515;4
516;4
517;4
518;4
519;4
520;4
521;4
522;4
523;4
524;4
525;4
526;4
527;4
528;4
529;4
530;4
531;4
532;4
533;4
534;4
535;4
536;4
537;4
538;4
539;4
540;4
541;4
542;4
543;4
544;4
545;4
546;4
547;4
548;4
549;4
550;4
551;4
552;4
553;4
554;4
555;4
556;4
557;4
558;4
559;4
560;4
561;4
562;4
563;4
564;4
565;4
566;4
567;4
568;4
569;4
570;4
571;4
572;4
573;4
574;4
575;4
576;4
577;4
578;4
579;4
580;4
581;4
582;4
583;4
584;4
585;4
586;4
587;4
588;4
589;4
590;4
591;4
592;4
593;4
594;4
595;4
596;4
597;4
598;4
599;4
600;4
601;4
602;4
603;4
604;4
605;4
606;4
607;4
608;4
609;4
610;4
611;4
612;4
613;4
614;4
615;3
616;3
617;3
618;3
619;3
620;3
621;3
622;3
623;3
624;3
625;3
626;3
627;3
628;3
629;3
630;3
631;3
632;3
633;3
634;3
635;3
636;3
637;3
638;3
639;3
640;3
641;3
642;3
643;3
644;3
645;3
646;3
647;3
648;3
649;3
650;3
651;3
652;3
653;3
654;3
655;3
656;3
657;3
658;3
659;3
660;3
661;3
662;3
663;3
664;3
665;3
666;3
667;3
668;3
669;3
670;3
671;3
672;3
673;3
674;3
675;3
676;3
677;3
678;3
679;3
680;3
681;3
682;3
683;3
684;3
685;3
686;3
687;3
688;3
689;3
690;3
691;3
692;3
693;3
694;3
695;3
696;3
697;3
698;3
699;3
700;3
701;3
702;3
703;3
704;3
705;3
706;3
707;3
708;3
709;3
710;3
711;3
712;3
713;3
714;3
715;3
716;3
717;3
718;3
719;3
720;3
721;3
722;3
723;3
724;3
725;3
726;3
727;3
728;3
729;3
730;3
731;3
732;3
733;3
734;3
735;3
736;3
737;3
738;3
739;3
740;3
741;3
742;3
743;3
744;3
745;3
746;3
747;3
748;3
749;3
750;3
751;3
752;3
753;3
754;3
755;3
756;3
757;3
758;3
759;3
760;3
761;3
762;3
763;3
764;3
765;3
766;3
767;3
768;3
769;3
770;3
771;3
772;3
773;3
774;3
775;3
776;3
777;3
778;3
779;3
780;3
781;3
782;3
783;3
784;3
785;3
786;3
787;3
788;3
789;3
790;3
791;3
792;3
793;3
794;3
795;3
796;3
797;3
798;3
799;3
800;3
801;3
802;3
803;3
804;3
805;3
806;3
807;3
808;3
809;3
810;3
811;3
