gen;sp
0;1
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;1
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;1
35;1
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;1
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;1
63;1
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;1
82;1
83;1
84;1
85;1
86;1
87;1
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
106;1
107;1
108;1
109;1
110;1
111;1
112;1
113;1
114;1
115;1
116;1
117;1
118;1
119;1
120;1
121;2
122;2
123;2
124;2
125;2
126;2
127;2
128;2
129;2
130;2
131;2
132;2
133;2
134;2
135;2
136;2
137;2
138;2
139;2
140;2
141;2
142;2
143;2
144;2
145;2
146;2
147;2
148;2
149;2
150;2
151;2
152;2
153;2
154;2
155;2
156;2
157;2
158;2
159;2
160;2
161;2
162;2
163;2
164;2
165;2
166;2
167;2
168;2
169;2
170;2
171;2
172;2
173;2
174;2
175;2
176;2
177;2
178;2
179;2
180;2
181;3
182;2
183;3
184;2
185;2
186;2
187;2
188;2
189;2
190;2
191;2
192;2
193;3
194;3
195;3
196;3
197;4
198;3
199;3
200;3
201;3
202;3
203;3
204;2
205;3
206;3
207;2
208;3
209;3
210;3
211;3
212;2
213;3
214;2
215;2
216;2
217;2
218;2
219;2
220;2
221;2
222;2
223;2
224;2
225;2
226;2
227;2
228;2
229;2
230;2
231;3
232;3
233;3
234;3
235;2
236;3
237;3
238;3
239;2
240;3
241;3
242;3
243;2
244;2
245;2
246;4
247;3
248;4
249;3
250;3
251;2
252;3
253;2
254;3
255;2
256;2
257;2
258;4
259;2
260;3
261;3
262;4
263;4
264;3
265;3
266;4
267;4
268;2
269;4
270;4
271;3
272;4
273;4
274;3
275;4
276;3
277;4
278;4
279;3
280;2
281;2
282;3
283;3
284;3
285;2
286;3
287;2
288;3
289;2
290;3
291;2
292;2
293;2
294;2
295;3
296;2
297;3
298;3
299;3
300;3
301;3
302;3
303;3
304;3
305;3
306;3
307;3
308;3
309;4
310;3
311;3
312;3
313;3
314;4
315;3
316;3
317;3
318;3
319;4
320;3
321;4
322;4
323;3
324;3
325;4
326;3
327;3
328;4
329;3
330;5
331;3
332;3
333;4
334;4
335;4
336;4
337;5
338;3
339;3
340;4
341;4
342;4
343;4
344;2
345;4
346;4
347;4
348;4
349;4
350;4
351;4
352;4
353;4
354;4
355;4
356;4
357;4
358;4
359;3
360;3
361;5
362;5
363;4
364;3
365;3
366;3
367;3
368;3
369;3
370;3
371;3
372;3
373;4
374;3
375;3
376;3
377;3
378;3
379;5
380;4
381;2
382;4
383;4
384;4
385;4
386;4
387;4
388;4
389;2
390;4
391;3
392;3
393;2
394;3
395;3
396;3
397;3
398;4
399;3
400;2
401;3
402;4
403;4
404;3
405;3
406;3
407;3
408;4
409;4
410;4
411;4
412;4
413;4
414;3
415;4
416;4
417;4
418;4
419;4
420;4
421;4
422;4
423;4
424;4
425;4
426;4
427;4
428;4
429;4
430;4
431;4
432;3
433;4
434;4
435;4
436;4
437;4
438;4
439;4
440;4
441;4
442;4
443;4
444;4
445;4
446;4
447;3
448;4
449;4
450;4
451;4
452;4
453;4
454;4
455;4
456;4
457;4
458;4
459;4
460;4
461;4
462;4
463;4
464;4
465;4
466;4
467;4
468;4
469;4
470;4
471;4
472;4
473;4
474;3
475;3
476;3
477;2
478;3
479;3
480;3
481;3
482;3
483;3
484;3
485;3
486;3
487;3
488;3
489;3
490;3
491;3
492;3
493;3
494;3
495;3
496;3
497;3
498;3
499;3
500;3
501;3
502;3
503;3
504;3
505;3
506;3
507;3
508;3
509;3
510;3
511;3
512;3
513;3
514;3
515;3
516;3
517;3
518;3
519;3
520;3
521;3
522;3
523;3
524;3
525;3
526;3
527;3
528;3
529;3
530;3
531;3
532;3
533;3
534;3
535;3
536;3
537;3
538;3
539;3
540;3
541;3
542;3
543;3
544;3
545;3
546;3
547;3
548;3
549;3
550;3
551;3
552;3
553;3
554;3
555;3
556;3
557;3
558;3
559;3
560;3
561;3
562;3
563;3
564;3
565;3
566;3
567;3
568;3
569;3
570;3
571;2
572;2
573;2
574;2
575;2
576;2
577;2
578;3
579;2
580;2
581;3
582;2
583;3
584;2
585;2
586;2
587;2
588;2
589;2
590;2
591;2
592;2
593;2
594;2
595;2
596;2
597;2
598;2
599;2
600;2
601;2
602;2
603;2
604;2
605;2
606;2
607;2
608;2
609;2
610;2
611;2
612;2
613;2
614;2
615;2
616;2
617;2
618;2
619;2
620;2
621;2
622;2
623;2
624;2
625;2
626;2
627;2
628;2
629;2
630;2
631;2
632;2
633;2
634;2
635;2
636;2
637;2
638;2
639;2
640;2
641;2
642;2
643;2
644;2
645;2
646;2
647;2
648;2
649;2
650;2
651;2
652;2
653;2
654;2
655;2
656;2
657;2
658;2
659;2
660;2
661;2
662;2
663;2
664;2
665;3
666;3
667;2
668;2
669;2
670;2
671;3
672;3
673;3
674;2
675;3
676;2
677;3
678;3
679;2
680;3
681;3
682;3
683;3
684;3
685;3
686;3
687;2
688;2
689;2
690;3
691;3
692;3
693;2
694;3
695;2
696;2
697;3
698;3
699;3
700;2
701;2
702;3
703;2
704;2
705;2
706;2
707;3
708;3
709;3
710;2
711;2
712;2
713;2
714;2
715;2
716;3
717;3
718;2
719;2
720;2
721;3
722;3
723;3
724;3
725;3
726;2
727;2
728;3
729;3
730;3
731;3
732;3
733;3
734;3
735;3
736;3
737;3
738;3
739;3
740;3
741;3
742;3
743;3
744;3
745;3
746;3
747;3
748;3
749;3
750;3
751;3
752;3
753;3
754;3
755;3
756;3
757;3
758;3
759;3
760;3
761;2
762;3
763;3
764;3
765;3
766;3
767;3
768;3
769;3
770;3
771;3
772;3
773;3
774;3
775;3
776;3
777;3
778;3
779;3
780;3
781;3
782;3
783;3
784;3
785;3
786;3
787;3
788;3
789;3
790;3
791;3
792;3
793;3
794;3
795;3
796;3
797;3
798;3
799;3
800;3
801;3
802;3
803;3
804;3
805;3
806;3
807;3
808;3
809;3
810;3
811;3
